CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
652	1082	1	0.7941	-44.026
1938	7596	2	0.8487	26.018
1539	1827	3	0.7067	0.001
321	914	4	0.9077	-0.036
86	321	4	0.7719	-71.038
965	3168	4	0.792	-23.000
86	3168	4	0.8217	-1.942
86	1650	4	0.7652	-14.016
5445	5471	5	0.8009	53.047
141	3374	6	0.7625	2.015
548	3374	6	0.7689	41.026
21	3374	6	0.8521	13.020
1399	2084	7	0.8273	-0.002
1399	3481	7	0.7964	18.011
2084	3481	7	0.7032	18.013
76	336	8	0.9193	-42.010
100	2185	8	0.8518	12.036
408	820	8	0.9152	-15.993
867	7659	8	0.8365	-15.995
256	779	8	0.9554	-50.016
640	5491	8	0.9091	42.058
651	7502	8	0.9052	63.995
172	5705	8	0.8304	15.995
651	3038	8	0.8499	-16.031
336	732	8	0.8258	0.983
112	7889	8	0.8405	56.062
23	5456	8	0.8928	-15.995
3182	5600	8	0.8397	-49.979
318	5491	8	0.9494	0.011
349	7502	8	0.896	14.016
91	172	8	0.9097	-63.995
117	5705	8	0.9776	0.000
643	8416	8	0.8299	79.100
1103	2185	8	0.8562	12.036
3247	7616	8	0.8531	15.995
3182	6636	8	0.8315	-16.031
581	7978	8	0.8448	-47.996
76	422	8	0.9036	15.995
278	349	8	0.8974	16.031
372	921	8	0.8312	-1.979
431	581	8	0.8643	-16.031
640	3038	8	0.8888	-49.979
422	6623	8	0.8352	-33.984
187	422	8	0.8621	-85.052
172	5473	8	0.8324	-1.942
372	5440	8	0.9055	-14.016
318	687	8	0.8434	-30.010
100	779	8	0.9239	-33.985
336	422	8	0.8925	58.005
112	675	8	0.9151	56.063
22	240	8	0.8308	-27.062
162	336	8	0.8672	33.985
422	6636	8	0.9478	-42.047
581	3247	8	0.8751	12.036
278	640	8	0.9794	-0.000
278	372	8	0.9074	14.015
23	2997	8	0.8309	-15.995
5491	7592	8	0.9163	-16.006
187	3038	8	0.8501	-63.995
349	5440	8	0.8921	-16.031
223	5541	8	0.8679	-43.991
91	5705	8	0.9124	-48.000
687	3038	8	0.8494	-62.016
408	6622	8	0.8282	260.152
112	422	8	0.9549	42.047
581	8416	8	0.8536	-76.031
187	640	8	0.8877	-14.015
23	779	8	0.9249	-147.069
115	431	8	0.8256	304.142
372	620	8	0.8917	14.016
91	112	8	0.8626	-14.016
23	5484	8	0.8227	-57.021
1103	5440	8	0.9081	33.984
779	867	8	0.8486	48.000
112	336	8	0.8672	-15.958
100	349	8	0.8966	50.015
336	6636	8	0.8591	15.958
843	1172	8	0.8522	15.995
76	112	8	0.8863	-26.052
318	7592	8	0.8804	-15.994
687	3558	8	0.8272	-12.036
779	5484	8	0.8727	90.047
604	3247	8	0.8316	30.011
245	7978	8	0.8225	76.035
22	3155	8	0.9187	-15.995
187	278	8	0.845	-14.015
3038	5440	8	0.8654	49.979
245	259	8	0.954	50.016
687	5491	8	0.8686	30.021
336	355	8	0.8422	14.016
620	867	8	0.8534	-48.000
278	3038	8	0.8615	-49.979
259	1079	8	0.837	18.026
687	2185	8	0.8428	-33.984
675	1144	8	0.8754	-42.047
843	3038	8	0.826	49.979
240	640	8	0.8698	49.979
259	5600	8	0.8306	-15.995
620	2155	8	0.8832	2.012
76	3247	8	0.8679	42.047
687	7592	8	0.8923	14.016
91	581	8	0.9516	42.047
91	806	8	0.9003	12.036
345	5541	8	0.869	-0.984
640	5440	8	0.983	0.000
240	5456	8	0.8292	113.084
1604	5599	8	1.0	-0.012
6636	7889	8	0.8372	56.062
76	172	8	0.8232	-76.031
1079	5600	8	0.8275	-34.021
372	1103	8	0.9192	-48.000
372	640	8	0.9069	-14.016
422	1757	8	0.8477	-33.984
278	5491	8	0.9101	42.058
3038	3558	8	0.8296	49.979
674	5541	8	0.8278	14.016
921	1604	8	0.8403	-49.979
553	581	8	0.8237	28.031
256	867	8	0.8338	-2.016
23	1103	8	0.8648	-113.084
336	717	8	0.8362	-0.000
91	422	8	0.8711	28.031
76	6636	8	0.8984	-26.052
651	2155	8	0.9078	63.991
921	3051	8	0.8783	14.015
172	4106	8	0.9485	0.007
1178	9231	8	0.8438	-0.037
187	581	8	0.8511	-71.037
76	152	8	0.8764	-14.016
581	806	8	0.8909	-30.011
76	91	8	0.865	-12.036
581	3160	8	0.8304	-43.990
2997	5456	8	0.9354	-0.000
1172	3038	8	0.8433	33.985
581	7616	8	0.8315	28.031
1757	3670	8	0.8313	14.016
256	349	8	0.9123	33.984
259	408	8	0.8471	-184.121
187	7592	8	0.8705	12.037
91	8416	8	0.9089	-33.984
100	278	8	0.9006	33.984
115	1208	8	0.8288	276.111
3991	6636	8	0.8227	15.958
779	1103	8	0.9301	33.985
259	3182	8	0.88	33.984
100	640	8	0.891	33.984
779	3271	8	0.8315	76.032
259	5790	8	0.8679	14.015
100	372	8	0.917	48.000
1172	2185	8	0.8771	62.016
2185	5484	8	0.8868	44.026
640	1103	8	0.8946	-33.984
5440	5491	8	0.9181	42.058
779	1172	8	0.8581	-15.995
779	1332	8	0.8487	10.010
349	2155	8	0.8986	14.012
651	1172	8	0.86	-50.016
349	651	8	0.8994	-49.979
1172	5484	8	0.8723	106.042
100	5440	8	0.902	33.984
112	187	8	0.8735	127.099
278	5440	8	0.9953	-0.000
91	117	8	0.9367	-48.000
76	604	8	0.8563	12.036
2155	7502	8	0.9972	0.004
1208	5790	8	0.868	-48.001
372	867	8	0.8581	-33.984
5790	8416	8	0.8318	-16.030
921	5599	8	0.8403	-49.991
240	5440	8	0.8665	49.979
23	100	8	0.8594	-113.084
3271	5484	8	0.8435	14.016
23	7871	8	0.8233	-374.121
187	5440	8	0.859	-14.015
620	7659	8	0.8314	-63.995
806	8416	8	0.8656	-46.020
223	422	8	0.8723	-14.017
1172	3271	8	0.8261	92.027
1890	8416	8	0.8305	57.021
256	7502	8	0.9593	48.000
620	7502	8	0.8821	2.016
779	2185	8	0.893	46.021
431	1208	8	0.8964	-28.031
355	5541	8	0.8385	14.016
349	640	8	0.8974	-16.031
112	6636	8	0.9934	0.000
422	7889	8	0.8623	14.016
431	5790	8	0.8767	-76.032
100	1103	8	0.9933	0.000
91	4106	8	0.859	-63.988
4106	9231	8	0.827	14.008
117	4106	8	0.8316	-15.988
349	3558	8	0.8782	-16.031
256	2155	8	0.962	47.996
100	240	8	0.8673	-15.995
349	1103	8	0.9026	-50.015
187	3558	8	0.8962	-14.015
636	3051	8	0.8793	33.984
115	5790	8	0.8335	228.110
259	5705	8	0.8485	-16.031
256	651	8	0.9249	-15.995
240	843	8	0.8475	-49.979
115	1626	8	0.854	165.043
1079	3182	8	0.8452	15.958
1629	5790	8	0.8225	63.994
112	1144	8	0.9089	14.016
245	8416	8	0.8622	48.000
278	1103	8	0.9067	-33.984
152	336	8	0.8455	-27.995
240	1103	8	0.8691	15.995
240	372	8	0.8638	63.995
112	3182	8	0.8291	16.031
1757	6623	8	0.9853	0.000
117	172	8	0.8818	-15.995
259	8416	8	0.8426	-2.015
240	278	8	0.8667	49.979
202	222	9	0.8667	2.016
411	985	10	0.7819	131.095
276	736	10	0.8001	-12.036
462	1028	10	0.7946	-63.995
276	882	10	0.8565	-13.979
89	276	10	0.8039	-101.048
736	1097	10	0.8234	42.047
736	1028	10	0.8186	-49.979
836	6592	10	0.8031	27.995
462	6592	10	0.8211	-1.979
89	462	10	0.7874	-99.069
276	6592	10	0.7901	0.000
462	882	10	0.8198	-15.959
541	1097	10	0.8088	158.069
89	1097	10	0.8603	-71.037
882	6592	10	0.8075	13.979
1429	1580	10	0.7824	14.016
325	1429	10	0.7865	14.016
325	1028	10	0.7869	-49.979
462	1097	10	0.864	28.031
276	462	10	0.8103	1.979
882	1097	10	0.8525	43.990
3225	6592	10	0.791	-0.036
411	1097	10	0.7921	127.100
311	411	10	0.8383	-12.037
89	882	10	0.8305	-115.027
325	1097	10	0.816	42.047
325	6592	10	0.7945	12.037
5453	6592	10	0.7838	128.056
462	736	10	0.837	-14.016
462	1580	10	0.8576	14.016
89	522	10	0.8028	-0.000
462	541	10	0.7834	-130.038
276	1097	10	0.8506	30.011
1097	6592	10	0.854	-30.011
411	1580	10	0.789	113.085
541	6592	10	0.8543	128.059
1028	1097	10	0.8307	92.026
411	462	10	0.8197	99.069
454	3225	10	0.8146	62.016
295	367	11	0.7644	-28.031
48	1001	11	0.7023	-67.985
48	863	11	0.7323	-15.973
48	367	11	0.8229	-2.014
48	295	11	0.7511	26.017
367	863	11	0.7502	-13.959
64	367	11	0.7772	-250.287
1001	7602	11	0.8104	26.017
48	64	11	0.7558	248.273
529	3555	12	0.8163	30.164
856	1357	12	0.8646	-40.068
54	169	12	0.8468	-132.079
389	641	12	0.896	-28.032
3036	3629	12	0.772	17.025
209	763	12	0.9334	17.027
763	856	12	0.8452	-427.278
526	747	12	0.8638	120.041
388	1588	12	0.794	58.042
51	71	12	0.8627	-132.079
621	1673	12	0.8013	220.140
136	155	12	0.9643	-44.026
47	71	12	0.8737	-88.052
195	254	12	0.843	-44.026
577	880	12	0.8134	44.026
394	856	12	0.8959	-118.063
621	3343	12	0.7973	0.047
526	856	12	0.9399	-44.027
577	3036	12	0.8051	88.052
3148	8423	12	0.9799	44.026
290	561	12	0.8686	-58.042
747	3653	12	0.8671	28.032
1033	3151	12	0.8022	130.100
51	54	12	0.8956	-88.052
565	715	12	0.8365	-58.042
136	195	12	0.8706	-88.052
405	856	12	0.9089	-88.053
529	805	12	0.8484	58.042
155	195	12	0.9087	-44.026
51	149	12	0.8322	-58.042
47	51	12	0.9322	44.026
3148	3232	12	0.9592	-44.026
880	1673	12	0.8604	88.061
298	805	12	0.7299	-14.016
106	169	12	0.933	-44.026
389	747	12	0.8921	47.984
751	3232	12	0.9099	-47.985
205	3465	12	0.7429	-44.026
106	751	12	0.8865	-40.068
1673	3465	12	0.7403	17.019
529	715	12	0.8476	-14.016
1157	3232	12	0.8922	24.073
3052	3465	12	0.7074	17.027
1033	3555	12	0.8034	133.264
3629	5977	12	0.782	-88.051
1588	3555	12	0.7593	-57.888
136	591	12	0.8356	132.078
149	591	12	0.8741	88.052
1033	1588	12	0.7847	191.152
621	756	12	0.7656	44.026
3036	3052	12	0.8357	44.026
577	1673	12	0.8049	132.087
751	3148	12	0.8974	-3.958
205	3714	12	0.7188	-264.158
565	3151	12	0.7947	-17.026
71	8423	12	0.8962	-44.026
565	805	12	0.8062	14.015
205	3052	12	0.7121	-61.053
149	155	12	0.9517	-88.053
51	3979	12	0.811	88.052
71	751	12	0.8938	-84.094
51	119	12	0.9178	44.026
388	763	12	0.7813	-15.995
591	3151	12	0.7386	-14.015
205	1673	12	0.736	-61.044
205	3629	12	0.8033	-88.054
531	641	12	0.8046	-44.026
54	71	12	0.8804	-44.026
641	756	12	0.7941	168.188
561	856	12	0.8369	-74.036
388	1033	12	0.8016	-133.110
106	3232	12	0.9283	-88.053
394	529	12	0.848	295.200
106	155	12	0.8998	30.010
155	209	12	0.9081	132.079
747	8423	12	0.9027	84.094
389	8423	12	0.9408	132.078
747	3148	12	0.9196	40.068
577	621	12	0.7843	-88.053
149	209	12	0.952	44.026
290	394	12	0.8684	-14.016
119	3868	12	0.8115	-84.094
756	1673	12	0.7819	176.113
136	254	12	0.8402	-132.079
747	751	12	0.9261	44.027
71	3148	12	0.8893	-88.053
621	9120	12	0.767	-0.281
715	1033	12	0.7395	-89.084
805	3979	12	0.8001	41.016
561	763	12	0.8096	353.241
298	3868	12	0.7141	-101.121
209	3151	12	0.7999	30.011
298	3804	12	0.8151	44.026
389	751	12	0.889	92.011
3629	3714	12	0.7107	-176.104
155	3148	12	0.9013	-74.037
388	529	12	0.8249	-30.010
1673	5977	12	0.7244	-115.061
1673	3036	12	0.8675	-44.035
3714	5977	12	0.7861	88.052
388	565	12	0.8847	14.016
751	3653	12	0.8452	-15.995
136	209	12	0.938	88.052
155	526	12	0.9004	-234.146
747	1157	12	0.9205	-28.031
106	8423	12	0.9659	0.000
621	3052	12	0.7712	220.131
155	3232	12	0.8832	-118.063
155	405	12	0.8944	-190.120
290	405	12	0.8934	-44.026
136	405	12	0.8499	-234.146
405	526	12	0.9663	-44.026
388	805	12	0.7614	28.031
641	1791	12	0.7881	-132.079
621	880	12	0.7985	132.079
169	3232	12	0.8763	-44.026
529	1033	12	0.8027	-103.100
209	591	12	0.9041	44.026
254	561	12	0.8152	-116.084
1033	1382	12	0.7201	-58.042
51	209	12	0.8451	-14.016
205	5977	12	0.7867	-176.105
805	3804	12	0.8079	58.042
405	561	12	0.9227	-14.016
756	3036	12	0.7923	132.079
565	1033	12	0.8816	-147.126
149	195	12	0.851	-132.079
3465	3629	12	0.7321	-44.029
3343	5977	12	0.7023	105.031
529	565	12	0.9213	44.026
47	106	12	0.8979	-132.079
169	8423	12	0.8953	44.026
71	389	12	0.9051	-176.105
136	149	12	0.9521	44.026
565	3555	12	0.8556	-13.862
1157	1357	12	0.8747	-176.105
51	166	12	0.9715	17.027
388	3555	12	0.8773	0.154
747	3232	12	0.9127	-3.958
195	394	12	0.8234	-116.084
394	526	12	0.8956	-74.036
388	715	12	0.7865	-44.026
565	1588	12	0.8846	44.026
1157	3148	12	0.8928	68.100
119	3979	12	0.8822	44.026
166	298	12	0.877	44.026
591	805	12	0.8617	17.027
751	1157	12	0.9107	-72.058
3465	5977	12	0.7343	-132.080
394	561	12	0.9775	-44.026
205	3036	12	0.7407	-105.079
290	526	12	0.8587	-88.052
529	561	12	0.8383	-339.226
591	3979	12	0.7427	58.042
394	405	12	0.9504	-30.010
565	763	12	0.8215	-30.011
389	3148	12	0.9435	88.052
526	3232	12	0.8918	116.083
169	389	12	0.9104	-88.052
119	298	12	0.8573	17.027
577	756	12	0.7761	-44.026
880	3036	12	0.8535	44.026
106	389	12	0.9674	-132.078
763	805	12	0.8836	44.026
47	54	12	0.8979	-44.026
621	3036	12	0.8064	176.105
526	561	12	0.9294	30.010
715	3555	12	0.7713	44.180
3343	9120	12	0.9082	-0.328
880	3052	12	0.8352	88.052
166	534	12	0.7632	-44.026
805	1588	12	0.7283	30.011
577	3052	12	0.7857	132.078
529	763	12	0.8372	14.015
106	3148	12	0.9537	-44.026
71	106	12	0.9369	-44.026
155	8423	12	0.9045	-30.010
389	1020	12	0.9035	-88.052
47	119	12	0.8444	88.052
71	169	12	0.8796	-88.053
54	106	12	0.9127	-88.053
751	8423	12	0.8868	40.068
1157	8423	12	0.8766	112.126
756	880	12	0.8004	88.053
1673	3052	12	0.9467	-0.008
205	880	12	0.7265	-149.105
3232	8423	12	0.9499	88.053
389	3232	12	0.9467	44.026
756	3052	12	0.7575	176.105
169	3148	12	0.8946	0.000
1157	3653	12	0.8492	56.063
7	55	13	0.7321	-146.079
2173	3147	13	0.8744	-220.130
34	2173	13	0.7263	-86.110
4	3147	13	0.8006	-322.235
29	9195	13	0.7427	1.979
5460	5594	13	0.7718	14.019
207	1083	13	0.7231	-147.069
3147	7862	13	0.7586	128.176
29	2173	13	0.908	-72.094
12	7862	13	0.8102	-32.006
207	1343	13	0.7717	-129.042
29	34	13	0.7423	14.016
29	3288	13	0.7534	-9.038
3147	3288	13	0.746	283.187
29	3147	13	0.8394	-292.224
12	146	13	0.7961	-90.012
7	12	13	0.9094	15.974
4	3146	13	0.7711	-278.211
1343	3159	13	0.789	0.983
34	2671	13	0.7005	-130.137
7	7862	13	0.7588	-16.032
29	7862	13	0.7714	-164.048
5444	5447	13	0.8964	-15.987
2173	3146	13	0.8421	-176.106
3146	7862	13	0.7381	84.152
29	3146	13	0.8278	-248.200
5447	5523	13	0.741	1.972
2173	9195	13	0.7046	74.073
5481	9195	13	0.7162	178.135
3146	3147	13	0.8027	-44.024
4	7862	13	0.7432	-194.059
319	587	13	0.8908	-321.237
36	5405	13	0.9934	0.012
2173	5460	13	0.7137	11.971
36	207	13	0.805	-113.084
207	340	13	0.7599	-200.116
340	1343	13	0.7174	71.074
2173	7862	13	0.8017	-91.954
1343	6669	13	0.7943	14.998
12	55	13	0.8795	-162.053
4	7	13	0.8206	-178.026
3146	3288	13	0.7311	239.163
2671	3288	13	0.8053	107.083
319	3101	13	0.7014	-71.037
2671	5523	13	0.7294	41.980
4	29	13	0.8167	-30.011
207	5405	13	0.8005	113.096
34	93	13	0.7059	-28.032
207	319	13	0.7647	-33.985
55	7862	13	0.7407	130.047
3159	6669	13	0.7911	14.015
340	3159	13	0.7873	72.057
4	12	13	0.7959	-162.053
207	3159	13	0.7897	-128.059
207	6669	13	0.7523	-114.044
5444	5523	13	0.7961	-14.015
3101	5481	13	0.8121	-15.994
146	7862	13	0.7703	58.006
340	6669	13	0.725	86.073
3288	7862	13	0.7112	-155.010
77	386	14	0.8256	2.016
1542	8959	14	0.7929	-28.031
3433	3509	14	0.8026	-60.021
360	827	14	0.7978	-59.037
8	384	14	0.955	-28.032
145	536	14	0.7127	-57.008
536	1394	14	0.8579	26.016
74	827	14	0.7973	33.010
3831	4433	14	0.9164	36.021
827	3369	14	0.7093	41.027
11	770	14	0.8961	-264.244
74	132	14	0.8413	18.011
3389	3433	14	0.7881	-14.016
252	381	14	0.9071	-18.011
74	3509	14	0.8707	28.031
11	74	14	0.84	123.009
11	7249	14	0.8592	-266.256
3369	3389	14	0.7267	28.031
5886	6119	14	0.7326	-46.005
128	386	14	0.7554	11.999
27	384	14	0.9712	-56.063
381	536	14	0.888	18.011
360	791	14	0.8419	2.016
1105	7356	14	0.8177	4.031
258	303	14	0.8106	26.017
303	3509	14	0.7376	123.008
9	87	14	0.8453	-43.990
9	381	14	0.8231	-119.011
173	791	14	0.79	74.037
11	87	14	0.9556	-43.991
258	7356	14	0.8093	-119.010
74	87	14	0.8369	-166.999
803	3831	14	0.812	26.016
27	370	14	0.8708	-24.000
384	622	14	0.732	42.047
56	212	14	0.9232	-17.027
4433	6754	14	0.8946	-18.011
386	3389	14	0.7823	26.016
132	360	14	0.8851	74.037
212	258	14	0.9243	136.037
8	1105	14	0.8132	-119.010
483	3509	14	0.7289	-64.016
586	3819	14	0.7095	-12.000
145	208	14	0.8114	-2.014
87	6689	14	0.7545	185.010
77	3389	14	0.8359	28.031
53	7356	14	0.8186	2.016
6572	7249	14	0.8287	-28.028
53	132	14	0.9496	260.030
128	265	14	0.895	14.015
386	6754	14	0.8284	10.021
8	9	14	0.916	2.015
511	791	14	0.8551	106.115
386	791	14	0.81	18.011
265	4158	14	0.8775	-0.000
77	483	14	0.7363	18.010
8	258	14	0.7721	4.031
586	791	14	0.8037	42.011
586	4235	14	0.7301	14.016
11	258	14	0.8627	2.016
11	381	14	0.8341	-119.011
3831	6754	14	0.8468	18.011
803	6754	14	0.7933	44.027
11	303	14	0.9231	28.032
1105	1715	14	0.8911	18.010
353	1394	14	0.8385	24.000
360	511	14	0.7856	-104.099
252	353	14	0.8487	2.016
77	4433	14	0.8121	30.047
536	1715	14	0.8451	-2.016
128	803	14	0.8361	-22.006
128	511	14	0.7471	-76.105
128	586	14	0.7725	-12.001
303	7249	14	0.7872	-294.288
360	671	14	0.8067	-73.089
6605	7924	14	0.7139	-14.014
4433	5565	14	0.7088	25.020
53	1105	14	0.7642	-2.015
8	370	14	0.8445	4.031
532	859	14	0.74	56.060
265	6683	14	0.7357	-14.016
5856	6119	14	0.7359	18.011
770	6572	14	0.8111	26.016
586	920	14	0.8202	2.016
381	1105	14	0.8515	-2.015
9	27	14	0.9125	26.016
511	3065	14	0.7093	-85.996
9	370	14	0.8287	2.016
265	791	14	0.8495	15.995
353	7356	14	0.8038	-18.010
360	3433	14	0.7967	-3.995
9	258	14	0.8178	2.016
56	353	14	0.7036	18.010
9	11	14	0.8329	0.000
145	252	14	0.7198	-57.008
27	622	14	0.737	-14.015
4158	4168	14	0.7828	15.995
803	4158	14	0.7411	36.021
265	5565	14	0.7285	51.036
483	3369	14	0.7394	-18.010
1592	4158	14	0.7864	54.032
53	381	14	0.8913	-0.000
252	536	14	0.9312	-0.000
9	53	14	0.8218	-119.010
87	145	14	0.7883	-0.001
74	483	14	0.818	92.048
353	1715	14	0.776	-4.031
173	7356	14	0.8059	-260.030
905	3065	14	0.8146	454.339
6119	6605	14	0.8061	-35.040
56	1105	14	0.7386	-4.031
128	173	14	0.7724	-44.027
258	770	14	0.7893	-266.260
532	4487	14	0.775	210.197
265	1592	14	0.8245	-54.032
586	7897	14	0.7228	22.057
77	827	14	0.8574	-41.027
360	3509	14	0.7809	-64.016
56	173	14	0.9171	260.030
3389	3509	14	0.7279	-74.037
803	4433	14	0.8422	62.037
770	8959	14	0.7777	-130.233
381	913	14	0.8483	26.016
265	4168	14	0.7737	15.995
27	913	14	0.8108	-119.011
74	77	14	0.8273	74.037
265	803	14	0.7993	-36.022
532	8959	14	0.7627	-52.033
303	6572	14	0.7447	-266.261
77	3369	14	0.7487	0.000
87	132	14	0.933	185.010
87	252	14	0.7523	-57.009
252	1715	14	0.8458	-2.016
386	803	14	0.7947	-34.006
370	384	14	0.8469	-32.063
791	3369	14	0.7625	-20.026
511	5620	14	0.7471	12.072
7885	8959	14	0.7105	-54.047
8	303	14	0.7107	30.048
483	3433	14	0.7121	-3.995
791	4168	14	0.7827	-0.000
53	56	14	0.8982	2.016
258	370	14	0.811	0.000
132	173	14	0.8681	2.016
5565	6119	14	0.7345	-129.067
77	360	14	0.859	18.011
386	5565	14	0.7484	53.052
173	212	14	0.9274	-277.057
386	4433	14	0.8892	28.031
53	87	14	0.9701	75.020
27	1394	14	0.7559	-101.000
132	671	14	0.8422	0.947
9	145	14	0.8311	-43.992
8	27	14	0.9679	28.031
87	381	14	0.874	-75.020
827	1214	14	0.7275	27.011
511	1926	14	0.7311	-28.031
9	384	14	0.8917	-30.047
353	536	14	0.8156	-2.016
1214	3433	14	0.7736	28.031
173	265	14	0.7995	58.042
381	7356	14	0.846	2.016
8	1715	14	0.7338	-101.000
77	1214	14	0.7604	-14.016
4158	7909	14	0.707	-13.978
303	770	14	0.8236	-292.277
74	360	14	0.9356	92.048
8	622	14	0.7208	14.016
1394	1715	14	0.9218	-28.031
913	1105	14	0.9177	-28.031
132	381	14	0.834	-260.030
87	3750	14	0.7643	-266.258
11	53	14	0.9574	-119.011
252	1394	14	0.8747	26.016
77	3433	14	0.737	14.016
3389	4433	14	0.7457	2.016
56	258	14	0.8577	119.010
173	258	14	0.8725	-141.020
128	6119	14	0.7583	-64.016
511	586	14	0.7708	64.104
128	4168	14	0.7462	30.010
11	132	14	0.9324	141.019
770	7249	14	0.8134	-2.012
511	3819	14	0.7137	52.104
212	7356	14	0.8767	17.027
53	74	14	0.8576	242.019
74	770	14	0.7664	-387.253
913	7356	14	0.7972	-24.000
791	4158	14	0.7619	-15.995
6119	7924	14	0.7121	-49.054
386	3831	14	0.8049	-7.990
53	252	14	0.7878	18.011
803	1592	14	0.7472	-18.010
128	791	14	0.8367	30.010
360	483	14	0.8594	-0.000
27	303	14	0.7057	2.017
128	4158	14	0.7918	14.015
56	7356	14	0.8644	0.000
913	1394	14	0.8643	18.011
56	913	14	0.7548	24.000
803	6744	14	0.7332	28.032
132	483	14	0.8278	74.037
913	3887	14	0.7063	242.020
483	671	14	0.7436	-73.089
3750	7249	14	0.7681	43.993
2495	7895	15	0.7732	48.056
1736	7895	15	0.7315	70.062
217	7895	15	0.802	0.020
3844	7895	15	0.7043	-107.027
432	492	17	0.9769	44.025
492	3009	17	0.8256	-132.077
596	599	17	0.7958	60.035
1663	7507	17	0.8464	-164.098
988	3009	17	0.7558	60.037
492	3649	17	0.9068	-60.036
1663	3009	17	0.7348	-192.115
492	596	17	0.9526	-148.087
596	1051	17	0.8543	-28.018
1068	1442	17	0.7251	-88.053
492	1051	17	0.9026	-176.105
432	988	17	0.894	-148.089
432	599	17	0.8412	-44.027
432	3009	17	0.8195	-88.052
432	1663	17	0.8874	104.063
492	988	17	0.9148	-192.114
1051	7507	17	0.8598	72.044
596	3009	17	0.7888	16.010
492	599	17	0.828	-88.052
599	1663	17	0.7502	148.090
432	3649	17	0.8988	-16.010
988	1051	17	0.8362	16.009
1051	3009	17	0.76	44.028
599	1051	17	0.7671	-88.053
3009	7507	17	0.7927	28.016
596	3649	17	0.916	88.052
599	988	17	0.7892	-104.062
3009	3649	17	0.7592	72.042
1068	3009	17	0.7199	88.053
432	1068	17	0.8353	-176.105
1442	3649	17	0.806	248.148
1051	1068	17	0.764	-44.025
1051	3649	17	0.85	116.069
1068	7507	17	0.8211	116.069
432	596	17	0.9577	-104.062
599	7507	17	0.8074	-16.009
3649	7507	17	0.9006	-44.025
596	7507	17	0.9844	44.026
492	1663	17	0.9206	60.037
988	1068	17	0.7947	-28.016
599	3649	17	0.7558	28.017
596	1068	17	0.8167	-72.043
596	988	17	0.9546	-44.027
492	7507	17	0.9826	-104.061
1051	1663	17	0.8522	236.142
599	1068	17	0.7021	-132.078
432	7507	17	0.946	-60.036
432	1051	17	0.8968	-132.080
1068	3649	17	0.81	160.095
492	1068	17	0.8515	-220.130
988	7507	17	0.9406	88.053
596	1442	17	0.7812	-160.096
660	8336	18	0.8078	-88.052
