CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
527	901	18	0.7536	100.088
833	860	18	0.7442	288.230
815	901	18	0.7506	-102.066
456	901	18	0.9512	-132.078
627	860	18	0.8391	128.120
833	1865	18	0.7203	128.119
527	572	18	0.9824	44.024
901	1119	18	0.8737	-44.026
987	1591	18	0.7362	-30.010
627	1591	18	0.7703	26.051
456	519	18	0.8385	-44.026
901	1109	18	0.7631	15.994
527	627	18	0.8685	88.051
527	1759	18	0.7641	58.042
660	876	18	0.7111	-102.067
456	1591	18	0.8006	-118.064
860	987	18	0.7435	-72.060
627	833	18	0.8179	-160.109
533	572	18	0.951	88.053
576	815	18	0.7063	-30.010
519	1233	18	0.7168	132.078
572	833	18	0.9012	-116.083
572	678	18	0.7308	246.182
749	8336	18	0.8325	44.026
901	8336	18	0.8933	74.036
726	815	18	0.7518	58.041
749	1119	18	0.7143	-74.036
901	1591	18	0.7734	14.014
876	1109	18	0.7828	-44.026
396	627	18	0.7887	220.131
456	876	18	0.7976	-72.057
456	8336	18	0.949	-58.042
396	833	18	0.8324	60.022
519	901	18	0.81	-88.052
1119	8336	18	0.7922	118.062
572	627	18	0.8565	44.026
749	876	18	0.7431	30.011
726	749	18	0.719	-14.016
678	1591	18	0.7524	-176.105
678	860	18	0.7433	-74.036
991	1119	18	0.7231	-30.009
749	901	18	0.7992	-30.010
1119	2417	18	0.7533	-146.093
456	726	18	0.8173	-88.053
519	876	18	0.7106	-28.032
749	1109	18	0.7332	-14.015
749	1591	18	0.7221	-15.996
1759	8336	18	0.7686	116.082
519	749	18	0.7483	-58.043
396	527	18	0.8896	132.081
396	533	18	0.8462	88.052
527	833	18	0.9135	-72.059
533	833	18	0.8899	-28.030
533	627	18	0.838	132.079
527	533	18	0.9377	-44.028
627	987	18	0.8069	56.061
860	1591	18	0.7488	-102.070
1119	1759	18	0.7598	1.980
519	8336	18	0.7798	-14.016
627	8336	18	0.7729	86.073
726	901	18	0.802	-44.025
678	815	18	0.7329	-88.053
456	749	18	0.8151	-102.068
456	1119	18	0.8416	-176.104
1119	1591	18	0.7579	58.040
1109	8336	18	0.8281	58.042
678	8336	18	0.8199	-116.083
519	1119	18	0.7198	-132.078
533	1865	18	0.7558	100.089
519	726	18	0.7386	-44.027
533	678	18	0.718	334.235
533	860	18	0.781	260.199
815	1591	18	0.8046	-88.053
860	2597	18	0.7478	0.000
833	1759	18	0.714	130.100
456	1109	18	0.8183	-116.084
726	1119	18	0.719	-88.051
987	1865	18	0.7006	-88.051
1759	2417	18	0.7338	-148.073
456	678	18	0.8667	58.041
5	1246	21	0.9556	4.031
409	3003	21	0.9144	252.283
3039	9059	21	0.9096	-2.014
10	3020	21	0.8612	-209.251
17	247	21	0.9491	-24.000
10	397	21	0.9475	28.032
17	1246	21	0.9272	-21.985
20	341	21	0.9691	30.047
397	3039	21	0.9615	-235.268
341	542	21	0.9783	-58.078
397	2873	21	0.9254	-292.276
5	542	21	0.968	-30.046
395	8966	21	0.9537	-2.012
3040	9059	21	0.9323	28.977
341	1774	21	0.8659	-16.031
224	1246	21	0.9064	2.015
341	1246	21	0.9752	-24.001
10	3040	21	0.9506	-238.227
224	2873	21	0.9182	-266.260
20	3003	21	0.8534	266.262
3039	8966	21	0.9244	-59.020
247	8590	21	0.86	262.244
395	3039	21	0.9532	57.008
17	409	21	0.8611	-14.052
17	20	21	0.9579	-28.031
247	409	21	0.8843	9.948
5	3003	21	0.8539	264.246
17	341	21	0.9388	2.016
3020	3040	21	0.8923	-28.976
397	8966	21	0.9417	-294.288
3003	8590	21	0.9693	0.014
10	224	21	0.9462	2.016
10	3039	21	0.9317	-207.236
395	2873	21	0.9234	-0.000
10	8404	21	0.9447	-207.235
397	3020	21	0.8928	-237.283
247	542	21	0.9736	-32.062
247	1593	21	0.9599	52.031
341	1593	21	0.9734	26.016
10	2873	21	0.8887	-264.244
397	3040	21	0.9805	-266.259
5	247	21	0.9815	2.016
20	1593	21	0.9535	56.062
3020	8966	21	0.8636	-57.006
10	9059	21	0.9076	-209.250
10	395	21	0.9536	-264.244
2873	9059	21	0.8704	54.994
5	341	21	0.9674	28.032
20	247	21	0.9807	4.031
224	395	21	0.9728	-266.260
397	9059	21	0.9308	-237.282
8404	8966	21	0.9424	-59.021
5	20	21	0.9881	-2.015
3020	8404	21	0.8924	2.016
20	409	21	0.8993	13.979
341	409	21	0.8793	-16.068
247	341	21	0.9675	26.016
409	542	21	0.8867	-42.010
409	8590	21	0.9206	252.296
17	542	21	0.9372	-56.062
3039	8404	21	0.9648	0.001
224	8404	21	0.9846	-209.251
395	3040	21	0.9924	26.017
542	1246	21	0.9795	34.078
3020	3039	21	0.8716	2.015
2873	8966	21	0.8803	-2.012
17	1593	21	0.9271	28.031
20	542	21	0.9666	-28.031
5	17	21	0.9484	26.016
10	8966	21	0.9271	-266.256
8404	9059	21	0.9323	-2.015
1246	1593	21	0.9702	50.016
2873	3040	21	0.923	26.018
3039	3040	21	0.9572	-30.991
409	1246	21	0.8909	-7.933
224	3039	21	0.9615	-209.252
224	8966	21	0.9325	-268.273
395	397	21	0.9807	292.276
2873	3039	21	0.8948	57.008
5	1593	21	0.9531	54.047
224	3040	21	0.9721	-240.243
409	817	21	0.8759	28.030
20	1246	21	0.9566	6.046
397	8404	21	0.994	-235.267
224	9059	21	0.9231	-211.266
817	3003	21	0.8546	224.252
542	8590	21	0.861	294.306
2873	3020	21	0.8284	54.994
224	397	21	0.9936	26.016
395	8404	21	0.9724	57.009
817	8590	21	0.8512	224.266
2873	8404	21	0.9148	57.009
3040	8966	21	0.9569	-28.030
8966	9059	21	0.9096	57.006
542	1593	21	0.9799	84.094
395	9059	21	0.9316	54.994
3020	9059	21	0.8516	0.001
247	1246	21	0.9634	2.015
3040	8404	21	0.9727	30.992
5	409	21	0.8882	11.964
395	3020	21	0.8873	54.993
4166	4930	22	0.7022	163.063
899	1151	24	0.7841	-41.022
283	3069	26	0.818	-124.161
1030	3069	26	0.7695	-28.031
283	2003	26	0.7162	18.011
283	1386	26	0.7138	26.014
3069	3574	26	0.8235	-28.030
283	6746	26	0.7624	28.032
3069	9196	26	0.768	-141.020
407	3574	26	0.7533	-84.129
1030	3087	26	0.7265	-141.020
3021	3299	26	0.7205	-28.031
1548	3299	26	0.8439	-56.063
407	3069	26	0.7945	-56.099
1548	3021	26	0.7017	-28.031
485	1548	26	0.8008	28.031
1030	3336	26	0.7807	28.035
485	2112	26	0.7058	18.010
485	3299	26	0.8985	-28.032
1386	3299	26	0.7326	-170.202
283	407	26	0.9512	-68.062
283	3574	26	0.7961	-152.191
485	1386	26	0.7145	142.171
948	4823	27	0.7357	-14.015
4823	5520	27	0.7323	71.036
3655	5832	28	0.7417	-16.067
69	7228	28	0.7697	-41.026
351	1040	28	0.7452	28.031
243	271	28	0.9817	2.016
159	488	28	0.8551	43.042
137	159	28	0.9413	0.000
507	5832	28	0.8844	13.979
608	3274	28	0.828	2.016
137	1038	28	0.7172	-264.245
507	3655	28	0.8022	30.046
137	413	28	0.7283	43.042
57	7221	28	0.7432	1.020
3327	7221	28	0.7643	-26.017
1210	5832	28	0.704	82.054
57	484	28	0.7415	-2.016
413	488	28	0.746	0.000
159	5832	28	0.8371	11.964
57	69	28	0.8519	-0.000
159	7221	28	0.7797	-41.027
159	413	28	0.7589	43.042
351	538	28	0.7776	2.015
538	608	28	0.7333	11.964
159	1038	28	0.7244	-264.245
137	507	28	0.9102	-2.015
57	7228	28	0.8439	-41.026
69	484	28	0.8168	-2.016
7221	7228	28	0.7076	-42.046
137	5832	28	0.8094	11.964
69	560	28	0.8106	26.016
507	655	28	0.7853	-82.054
351	507	28	0.8018	46.006
484	1433	28	0.8358	-41.027
3524	7228	28	0.8307	0.000
159	507	28	0.9481	-2.015
137	3655	28	0.7773	28.031
351	3274	28	0.7877	15.995
1006	5832	28	0.7126	-43.042
484	560	28	0.8216	28.032
1567	5832	28	0.7737	-4.031
5832	5893	28	0.7838	-41.026
347	507	28	0.7305	41.027
159	3655	28	0.8092	28.031
351	439	28	0.7534	2.015
243	488	28	0.7788	162.053
351	608	28	0.8906	13.979
484	6093	28	0.7297	274.159
57	3524	28	0.7987	-41.026
137	488	28	0.8185	43.042
137	7221	28	0.7969	-41.027
351	1073	28	0.8046	-473.260
560	6093	28	0.8757	246.127
69	3524	28	0.8751	-41.026
57	560	28	0.723	26.016
3322	8619	29	0.8939	-54.047
584	1361	29	0.8683	14.016
584	879	29	0.8491	28.031
879	973	29	0.8403	140.157
7194	7321	29	0.7888	28.031
7185	7207	29	0.8616	-24.000
3322	7184	29	0.9354	-56.063
7184	7187	29	0.8964	-26.016
3322	7272	29	0.8341	42.047
7184	8619	29	0.8827	2.016
7182	7184	29	0.9055	-2.016
7207	8619	29	0.9107	-2.016
3322	7182	29	0.8978	-54.047
7183	8619	29	0.8939	-28.031
7200	7944	29	0.7933	30.047
5511	8619	29	0.8165	-84.094
7211	7861	29	0.9323	112.125
7194	7254	29	0.7256	15.995
7216	8619	29	0.8129	15.995
7194	7270	29	0.7518	-79.966
1361	7200	29	0.8033	70.078
973	7200	29	0.9267	-84.094
7194	7196	29	0.7512	-15.995
7183	7217	29	0.8235	-26.016
809	879	29	0.7879	-70.115
879	7944	29	0.7828	86.110
973	7205	29	0.7596	-56.063
3322	7211	29	0.9478	-84.094
708	3943	29	0.713	-26.016
809	7944	29	0.7032	15.995
879	7200	29	0.8745	56.062
7184	7272	29	0.8467	98.110
5511	7207	29	0.8076	-82.079
7187	7861	29	0.9091	110.109
809	1361	29	0.7048	-84.130
7211	7272	29	0.8402	126.141
708	973	29	0.7105	-2.016
879	7254	29	0.7004	62.073
7200	7205	29	0.7567	28.031
584	7200	29	0.8408	84.094
7187	7211	29	0.916	-2.016
3322	7861	29	0.9563	28.031
3322	5511	29	0.827	30.047
7182	7185	29	0.9173	26.016
584	7944	29	0.717	114.141
7183	7207	29	0.8733	-26.016
584	973	29	0.8278	168.188
7182	7183	29	0.9466	28.031
7183	7187	29	0.9479	-56.062
5511	7216	29	0.7569	-100.089
708	6042	29	0.7029	-82.078
5511	7217	29	0.7499	-82.079
7861	8619	29	0.8705	-82.078
7183	7185	29	0.9398	-2.016
7184	7211	29	0.913	-28.031
7183	7216	29	0.8249	-44.026
7183	7184	29	0.8559	-30.047
809	7200	29	0.7579	-14.052
973	1361	29	0.8048	-154.172
7184	7185	29	0.9337	28.031
7185	7187	29	0.9263	-54.047
3322	7185	29	0.9783	-28.031
7185	7861	29	0.9498	56.063
3943	7887	29	0.7078	-28.031
879	7205	29	0.7066	84.094
7185	7272	29	0.8744	70.078
879	1361	29	0.8627	-14.016
7187	8619	29	0.9351	28.031
973	7944	29	0.7764	-54.047
7185	8619	29	0.91	-26.016
7187	7272	29	0.8343	124.125
7194	7216	29	0.7385	15.995
7182	7216	29	0.8168	-15.995
7194	7207	29	0.762	34.006
708	7887	29	0.8196	-54.047
681	708	29	0.7167	-18.011
5511	7182	29	0.8196	-84.094
7182	8619	29	0.9249	-0.000
7182	7861	29	0.8736	82.078
7272	7861	29	0.8415	-14.016
7184	7861	29	0.9154	84.094
7183	7861	29	0.843	54.047
7182	7207	29	0.8788	2.015
5511	7861	29	0.8286	-2.016
7200	7204	29	0.7012	2.016
3322	7187	29	0.9289	-82.078
3322	7183	29	0.9056	-26.016
809	973	29	0.7112	70.042
7185	7211	29	0.9393	-56.062
1361	7944	29	0.7507	100.125
7187	7207	29	0.8765	30.047
7184	7207	29	0.8179	4.031
7182	7187	29	0.9667	-28.031
1361	7254	29	0.7204	76.089
198	7712	30	0.7716	26.052
198	365	30	0.7619	113.085
13	294	31	0.9327	-44.026
544	7203	31	0.75	12.000
13	7203	31	0.7718	-14.015
294	730	31	0.9351	15.995
218	1112	31	0.8569	-431.231
13	730	31	0.8796	-28.031
451	1112	31	0.9253	-414.204
730	7203	31	0.7785	14.016
218	544	31	0.8543	-43.042
451	544	31	0.913	-26.016
294	1112	31	0.9349	-370.178
218	451	31	0.8814	-17.026
49	7530	31	0.919	28.031
49	1112	31	0.915	-386.173
13	3037	31	0.8835	17.026
13	451	31	0.9259	0.000
451	7203	31	0.7953	-14.015
294	451	31	0.9744	44.026
13	49	31	0.9231	-28.031
294	7203	31	0.8148	30.011
49	451	31	0.9401	28.031
730	1112	31	0.9075	-386.173
13	544	31	0.8792	-26.016
544	3037	31	0.8702	43.042
49	218	31	0.8849	45.057
451	3037	31	0.8978	17.026
730	7530	31	0.9093	28.031
7203	7530	31	0.7948	14.015
13	1112	31	0.8825	-414.204
1112	3037	31	0.856	431.231
1112	7530	31	0.8882	414.204
294	3037	31	0.9088	61.053
49	3037	31	0.9137	45.057
49	294	31	0.9618	-15.995
218	294	31	0.8887	-61.053
1112	7203	31	0.782	400.189
3037	7203	31	0.7624	-31.042
451	7530	31	0.9208	-0.000
49	7203	31	0.7953	14.016
544	730	31	0.8734	-2.015
544	1112	31	0.8685	-388.188
3037	7530	31	0.8747	-17.027
544	7530	31	0.8633	26.016
49	730	31	0.9401	-0.000
49	544	31	0.8957	2.015
294	7530	31	0.938	44.026
13	218	31	0.846	17.026
218	730	31	0.8736	-45.058
294	544	31	0.9185	18.011
451	730	31	0.9248	-28.031
218	3037	31	0.9746	0.000
13	7530	31	0.8829	-0.000
730	3037	31	0.8715	45.058
218	7203	31	0.7512	-31.042
3165	3209	32	0.9968	-44.026
323	470	32	0.7709	-88.052
446	3149	32	0.8293	56.063
3149	3165	32	0.8346	-132.078
470	1594	32	0.7367	220.131
4180	5494	32	0.8544	-28.031
696	3209	32	0.7382	56.063
3149	3209	32	0.824	-176.104
344	446	32	0.822	88.052
323	344	32	0.7478	-44.026
2022	3165	32	0.7087	28.031
323	446	32	0.8398	44.026
470	5494	32	0.8157	176.106
470	3165	32	0.8508	56.063
344	2189	32	0.8112	56.063
2189	3149	32	0.8437	88.052
446	5494	32	0.9211	44.028
696	5494	32	0.7049	220.132
344	5494	32	0.7845	132.080
2189	3165	32	0.9912	-44.026
446	696	32	0.7463	-176.104
2189	3209	32	0.9844	-88.052
344	470	32	0.782	-44.026
446	470	32	0.8645	-132.078
446	2163	32	0.7195	28.032
323	5494	32	0.7987	88.054
6607	6691	36	0.7439	88.576
5489	6607	36	0.7638	-47.905
5489	5508	36	0.7069	-47.905
1546	6691	36	0.8239	-0.671
6020	7945	36	0.8714	0.000
1546	6607	36	0.802	-89.247
425	1569	36	0.7087	40.977
1546	5508	36	0.7825	-89.246
5508	6691	36	0.7227	88.575
1569	6691	36	0.78	-0.036
5508	6607	36	0.8127	-0.000
425	6691	36	0.8393	40.940
1546	5489	36	0.7137	-41.342
6020	6691	36	0.7034	-42.047
477	1734	37	0.8735	-33.984
477	845	37	0.8081	271.079
845	3188	37	0.8577	-79.052
477	3188	37	0.9013	192.027
1323	5852	38	0.8472	356.318
3398	5852	38	0.7105	339.291
40	3016	39	0.7928	-0.006
695	3440	40	0.8535	-42.042
695	7868	40	0.9889	0.005
3440	7868	40	0.8477	42.047
691	6681	41	0.7472	2.015
227	5644	42	0.7428	18.011
227	800	42	0.7596	-17.027
28	39	44	0.7272	-179.079
1	41	44	0.7439	-109.003
1	39	44	0.9055	-144.041
3	41	44	0.8137	18.012
2	28	44	0.8637	17.027
3	39	44	0.9319	-17.027
2	5399	44	0.8247	-179.981
26	28	44	0.8749	15.996
2	39	44	0.8864	-162.052
2	80	44	0.9036	-46.042
1	3	44	0.9534	-127.015
26	61	44	0.8631	-14.015
1	2	44	0.8981	18.010
16	38	44	0.8428	18.011
139	9243	44	0.8168	0.000
7586	8552	44	0.7792	-29.014
25	61	44	0.8581	18.010
1	80	44	0.9277	-28.031
28	6009	44	0.7562	-63.067
2	3	44	0.9552	-145.025
37	39	44	0.9101	18.011
3133	5446	44	0.7953	-11.006
139	746	44	0.8942	-17.027
3	6009	44	0.8902	98.986
80	5399	44	0.8125	-133.939
39	80	44	0.8554	116.010
2	16	44	0.742	-109.004
39	41	44	0.7519	35.038
25	7586	44	0.7202	14.999
31	139	44	0.7304	-116.064
5446	8552	44	1.0	0.001
3	5399	44	0.8163	-34.955
3133	8552	44	0.7953	-11.004
41	6009	44	0.7011	80.975
28	31	44	0.8197	-20.025
39	6009	44	0.8554	116.013
1	6009	44	0.9277	-28.029
37	80	44	0.8945	134.021
16	41	44	0.8392	-18.009
39	5399	44	0.8189	-17.929
5399	6009	44	0.8125	133.941
3	16	44	0.7703	36.021
25	26	44	0.815	32.025
28	37	44	0.7436	-197.090
28	41	44	0.7402	-144.041
41	80	44	0.7011	80.972
2	37	44	0.9058	-180.062
3	80	44	0.8902	98.983
1	5399	44	0.8357	-161.970
25	8552	44	0.9088	-14.015
38	41	44	0.7677	-36.021
26	7586	44	0.7886	-17.026
80	6009	44	1.0	0.003
2	6009	44	0.9036	-46.039
3133	7586	44	0.7689	18.010
3	37	44	0.9132	-35.037
1	28	44	0.7904	35.038
61	5446	44	0.779	-32.027
26	3133	44	0.7927	-35.036
26	5446	44	0.8585	-46.042
5446	7586	44	0.7792	29.016
37	5399	44	0.9123	0.082
26	8552	44	0.8585	-46.040
28	80	44	0.7587	-63.069
2	41	44	0.783	-127.014
37	6009	44	0.8945	134.023
746	9243	44	0.7602	17.027
25	3133	44	0.7364	-3.011
37	41	44	0.7181	53.049
1	37	44	0.9274	-162.052
61	8552	44	0.779	-32.025
25	5446	44	0.9088	-14.016
3	28	44	0.8453	162.053
1126	3526	45	0.9032	-0.004
1211	3035	45	0.888	0.502
1126	1211	45	0.8851	-0.865
3035	3526	45	0.8473	0.359
1126	3035	45	0.8716	-0.363
1211	3526	45	0.8703	0.861
3221	6640	46	0.9332	-0.022
1166	3221	46	0.7447	-20.980
1166	3089	46	0.7266	154.144
361	3203	47	0.9265	-0.000
361	847	47	0.8291	14.016
847	3203	47	0.8441	-14.017
2540	5759	48	0.949	0.013
97	6593	50	0.7517	41.027
267	5423	50	0.8838	41.027
97	5423	50	0.9603	0.000
5423	6593	50	0.7473	41.027
97	3067	50	0.7414	23.016
97	267	50	0.9024	-41.027
284	6593	50	0.7401	0.000
3067	5423	50	0.779	-23.016
1850	8030	51	0.7531	0.000
125	127	52	0.9154	58.006
1179	1627	53	0.804	49.979
1627	1803	53	0.7725	-128.060
368	1627	53	0.7486	85.053
441	1627	53	0.7613	163.063
654	1627	53	0.8569	49.979
441	654	53	0.7502	113.084
275	479	55	0.7204	22.054
328	835	56	0.7078	-0.037
1698	8982	57	0.7827	42.046
1698	3546	57	0.7827	42.047
270	3143	57	0.7088	15.011
3546	8982	57	1.0	-0.001
1698	3143	57	0.7368	-113.083
114	1753	58	0.897	28.033
179	666	58	0.8181	23.017
150	179	58	0.903	17.027
1289	1753	58	0.8669	26.015
114	1289	58	0.9054	2.018
114	150	58	0.8087	238.232
150	7197	58	0.8168	-42.047
3309	3385	62	0.7089	113.091
7860	7999	63	0.9095	-21.980
1504	3540	65	0.8826	-12.002
1504	3711	65	0.8727	-0.000
170	3238	67	0.7005	-26.015
170	380	67	0.7213	2.016
1034	3753	68	0.7237	-54.047
1034	5501	68	0.8325	-56.063
84	183	72	0.9657	17.027
3978	5796	77	0.7454	0.034
3390	3441	79	0.8243	-161.178
214	3441	79	0.9297	-17.027
214	3390	79	0.89	144.152
5500	5557	82	0.7806	92.031
5500	5905	82	0.7361	15.993
5557	5905	82	0.798	-76.038
5500	5551	82	0.7711	14.017
215	1081	83	0.8121	42.045
215	452	83	0.7923	-44.028
215	482	83	0.8102	14.014
215	392	83	0.8028	-215.093
215	1939	83	0.8931	0.023
357	1391	86	0.7495	-182.205
632	7690	86	0.7518	110.108
632	1391	86	0.7618	26.015
1391	5462	86	0.7642	182.194
357	632	86	0.7426	-208.219
632	5462	86	0.749	208.209
1391	7690	86	0.7589	84.094
357	5462	86	0.9732	-0.010
632	3275	86	0.7133	28.030
285	299	87	0.7446	42.047
575	7210	88	0.8908	-0.013
575	3429	88	0.7456	-157.102
1132	7514	90	0.8595	26.013
1737	7878	90	0.7531	-30.049
7514	7873	90	0.7628	12.039
7514	7908	90	0.8136	-23.998
7873	7963	90	0.7413	2.014
1737	7908	90	0.7168	-26.016
7878	7908	90	0.7469	4.033
1737	7514	90	0.8413	-2.018
1132	7873	90	0.7908	38.052
1132	7878	90	0.7876	-2.018
1737	7873	90	0.7899	10.021
7514	7963	90	0.7474	14.052
1132	7963	90	0.7486	40.065
1132	7908	90	0.7313	2.015
7514	7878	90	0.822	-28.031
1132	1737	90	0.8836	28.031
1737	7963	90	0.7347	12.034
210	701	91	0.9688	-17.027
75	402	91	0.9525	-17.026
75	701	91	0.9515	-17.027
210	402	91	0.9704	-17.026
402	701	91	0.9991	-0.000
75	210	91	0.9926	0.000
501	8452	93	0.851	-0.000
3718	8452	93	0.8284	115.028
7512	7518	96	0.7609	-26.016
7512	7882	96	0.7067	2.013
3599	5430	97	0.7847	0.000
171	199	98	0.9661	-56.063
649	702	100	0.7374	-0.002
116	9204	102	0.8152	-28.028
1381	8429	103	0.7201	-85.016
3409	8417	104	0.7487	29.025
1898	7614	105	0.9328	0.000
111	158	107	0.729	-0.000
111	2228	107	0.7446	147.068
158	1758	107	0.7819	147.068
111	6856	107	0.7216	98.048
1265	7060	108	0.8319	-115.031
589	7629	108	0.9366	0.003
310	1265	108	0.7932	-49.981
310	929	108	0.8631	-49.981
589	929	108	0.783	-162.117
310	7629	108	0.8002	112.139
830	1265	108	0.8463	-15.997
310	830	108	0.8383	-33.984
1265	5613	108	0.7877	-163.062
310	589	108	0.8097	112.136
892	4587	109	0.7294	-83.030
7225	7252	110	0.8039	58.004
885	1786	111	0.7372	341.133
2283	4922	112	0.7479	-113.083
1016	7547	113	0.9649	0.022
7953	7989	114	0.7052	0.000
7650	8444	116	0.8813	-0.486
329	3056	118	0.8005	0.960
241	1445	119	0.7967	-28.032
122	516	119	0.7695	28.031
122	138	119	0.8728	2.015
122	241	119	0.8364	13.979
122	2328	119	0.7776	-28.032
138	241	119	0.7512	11.964
157	3049	121	0.7868	-15.995
509	3536	126	0.8329	-0.984
463	3536	126	0.812	-33.984
305	5410	126	0.9588	0.011
305	463	126	0.8321	-0.984
463	1115	126	0.7815	14.016
463	5410	126	0.8254	0.995
305	509	126	0.8164	-33.984
509	5410	126	0.7976	33.996
1342	6046	128	0.7255	0.000
296	5177	130	0.8669	393.666
547	1053	133	0.7937	0.001
547	1159	133	0.7973	-2.016
1053	1159	133	0.7262	-2.018
309	334	136	0.806	479.342
942	1403	137	0.8062	-0.000
3580	7298	139	1.0	-0.010
3589	7409	142	0.741	-0.529
3348	8403	146	0.7296	80.098
314	8403	146	0.7463	234.100
401	3174	149	0.7418	73.534
95	3319	150	0.7272	0.000
249	3319	150	0.7075	-475.346
249	861	150	0.8442	26.016
514	6603	155	0.8354	0.036
580	1499	156	0.8668	-0.010
1792	8489	157	0.7224	228.107
1792	3314	157	0.7662	-87.037
197	2106	159	0.8	-26.013
5792	5802	161	0.7416	-14.016
6449	8973	162	1.0	-0.000
33	3120	163	0.7291	89.018
102	235	163	0.7697	-394.086
3007	3120	163	0.7753	80.968
33	102	163	0.7548	-90.031
33	235	163	0.7158	-484.117
82	3120	163	0.7525	361.082
82	3007	163	0.8481	280.114
82	5400	163	0.9888	-0.002
3120	5400	163	0.7521	-361.084
3007	5400	163	0.8505	-280.116
33	3007	163	0.7131	8.050
663	1659	164	0.7474	-414.225
3002	3005	168	0.7366	-180.063
672	1325	173	0.8181	15.998
1893	7702	174	1.0	0.011
1515	2032	175	0.7269	-0.000
3214	3521	176	0.7684	44.026
4488	5816	178	0.7929	-76.040
231	3070	185	0.9758	0.073
1106	6591	193	0.857	49.979
373	5881	194	0.718	58.007
6865	7874	195	0.8254	-14.015
3328	4031	197	0.8327	17.027
741	3479	198	0.7046	-14.016
690	741	198	0.8199	-18.011
50	85	199	0.8595	-18.010
433	475	201	0.8527	-33.984
1035	3111	205	0.7899	-33.985
964	6017	207	0.7114	0.985
922	1748	208	0.739	-35.037
3642	7206	214	0.7671	-42.044
7876	7892	215	0.794	28.033
6566	7922	216	0.7216	83.026
343	348	218	0.7174	-168.055
113	348	218	0.7304	-28.031
343	7233	218	0.7749	0.000
15	113	218	0.794	2.016
15	348	218	0.8037	-26.016
15	154	218	0.9559	-28.032
154	348	218	0.7975	2.017
3511	8948	221	0.7455	-84.094
1721	8890	225	0.9176	0.002
101	3873	230	0.7661	-0.000
190	2345	231	0.7208	315.158
438	6695	232	0.9831	-0.000
5160	7751	233	0.7147	-0.937
5403	8323	235	0.9049	0.000
566	819	239	0.741	-14.016
7538	7647	243	0.7215	350.469
523	1973	245	1.0	0.019
366	798	247	0.8248	-2.016
5472	5476	251	0.7653	-39.011
3161	5823	257	0.8745	-319.817
662	3353	264	0.8462	1.018
662	1036	264	0.8447	0.071
1139	1356	265	0.7922	-374.284
5833	5916	269	0.7162	0.000
6659	6676	285	0.809	18.011
228	281	303	0.8519	2.015
